Programme_ID,Commodity,Revision_Number,Previous_Forecast_Spend,Forecast_Change,Forecast_Change_Direction,Forecast_Stability_Score,Relative Change
P004,Materials,3,234331.12,-23940.27,DOWN,0.1138,-0.102164279
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,664067.95,-121799.03,DOWN,0.2246,-0.183413505
P004,Electronics,3,542268.92,-53456.37,DOWN,0.1094,-0.098579078
P004,Electronics,4,488812.55,-30447.47,DOWN,0.0664,-0.062288642
P004,Electronics,5,458365.08,-6163.07,DOWN,0.0136,-0.013445767
P004,Software,1,,,,,#DIV/0!
P004,Software,2,964945.32,-216466.61,DOWN,0.2892,-0.224330442
P004,Software,3,748478.71,-67418.09,DOWN,0.099,-0.090073491
P004,Software,4,681060.62,-28325.24,DOWN,0.0434,-0.041589895
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,3122127.47,-401535.06,DOWN,0.1476,-0.128609438
P004,Mechanical,3,2720592.41,-195578.67,DOWN,0.0775,-0.071888266
P004,Mechanical,4,2525013.74,-71663.39,DOWN,0.0292,-0.028381386
P004,Mechanical,5,2453350.35,-47640.09,DOWN,0.0198,-0.01941838
P004,Mechanical,6,2405710.26,-7573.8,DOWN,0.0032,-0.003148259
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,372638.01,-39973.91,DOWN,0.1202,-0.107272766
P004,Materials,3,332664.1,-18084.73,DOWN,0.0575,-0.054363335
P004,Materials,4,314579.37,-9798.24,DOWN,0.0321,-0.031147116
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,3744567.67,-799692.5,DOWN,0.2716,-0.213560702
P004,Logistics,3,2944875.17,-260283.91,DOWN,0.097,-0.08838538
P004,Logistics,4,2684591.26,-230306.36,DOWN,0.0938,-0.08578824
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,1005743.53,-171871.37,DOWN,0.2061,-0.170889859
P004,Mechanical,3,833872.16,-72111.98,DOWN,0.0947,-0.08647846
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,188830.45,-39884.15,DOWN,0.2678,-0.211216729
P004,Electronics,3,148946.3,-19150.99,DOWN,0.1475,-0.128576474
P004,Electronics,4,129795.31,-6961.03,DOWN,0.0567,-0.053630828
P004,Electronics,5,122834.28,-3897.58,DOWN,0.0328,-0.031730393
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,582961.97,-102487.12,DOWN,0.2133,-0.175804127
P004,Materials,3,480474.85,-53924.53,DOWN,0.1264,-0.112231743
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,421566.05,-58513.43,DOWN,0.1612,-0.138800148
P004,Mechanical,3,363052.62,-23724.74,DOWN,0.0699,-0.065347938
P004,Mechanical,4,339327.88,-10428.25,DOWN,0.0317,-0.030732075
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,1301092.06,-128612.42,DOWN,0.1097,-0.098849593
P004,Materials,3,1172479.64,-63257.09,DOWN,0.057,-0.053951547
P004,Services,1,,,,,#DIV/0!
P004,Services,2,1374810.45,-285300.6,DOWN,0.2619,-0.207519953
P004,Services,3,1089509.85,-144386.36,DOWN,0.1528,-0.132524144
P004,Services,4,945123.49,-92574.58,DOWN,0.1086,-0.097949719
P004,Services,5,852548.91,-41064.43,DOWN,0.0506,-0.048166656
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,3699181.47,-673028.76,DOWN,0.2224,-0.181939914
P004,Mechanical,3,3026152.71,-372600.75,DOWN,0.1404,-0.123126883
P004,Mechanical,4,2653551.96,-215807.5,DOWN,0.0885,-0.081327784
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,2584993.43,-445300.81,DOWN,0.2081,-0.172263807
P004,Materials,3,2139692.62,-266141.63,DOWN,0.1421,-0.124383113
P004,Materials,4,1873550.99,-152337.59,DOWN,0.0885,-0.081309551
P004,Materials,5,1721213.4,-81694.92,DOWN,0.0498,-0.047463563
P004,Materials,6,1639518.48,-33965.97,DOWN,0.0212,-0.02071704
P004,Services,1,,,,,#DIV/0!
P004,Services,2,3249810.46,-802274.82,DOWN,0.3278,-0.246868188
P004,Services,3,2447535.64,-378871.25,DOWN,0.1831,-0.154797031
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,3151716.87,-520637.35,DOWN,0.1979,-0.165191663
P004,Mechanical,3,2631079.52,-280533.79,DOWN,0.1193,-0.106623075
P004,Mechanical,4,2350545.73,-150695,DOWN,0.0685,-0.064110644
P004,Services,1,,,,,#DIV/0!
P004,Services,2,3325088.37,-642707.55,DOWN,0.2396,-0.193290367
P004,Services,3,2682380.82,-430069.79,DOWN,0.1909,-0.160331369
P004,Services,4,2252311.03,-173878.47,DOWN,0.0837,-0.077200026
P004,Services,5,2078432.56,-140349.9,DOWN,0.0724,-0.0675268
P004,Services,6,1938082.66,-67919.08,DOWN,0.0363,-0.03504447
P004,Services,1,,,,,#DIV/0!
P004,Services,2,4303154.84,-794412.77,DOWN,0.2264,-0.184611709
P004,Services,3,3508742.07,-458848.42,DOWN,0.1504,-0.130772913
P004,Software,1,,,,,#DIV/0!
P004,Software,2,753717.76,-169719.14,DOWN,0.2906,-0.225175986
P004,Software,3,583998.62,-76074.62,DOWN,0.1498,-0.130265068
P004,Software,4,507924,-35675.98,DOWN,0.0755,-0.070238815
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,2514954.14,-479098.38,DOWN,0.2353,-0.190499847
P004,Materials,3,2035855.76,-305402.08,DOWN,0.1765,-0.150011649
P004,Materials,4,1730453.68,-151106.7,DOWN,0.0957,-0.087322014
P004,Materials,5,1579346.98,-80352.12,DOWN,0.0536,-0.0508768
P004,Materials,6,1498994.86,-36315.8,DOWN,0.0248,-0.024226768
P004,Software,1,,,,,#DIV/0!
P004,Software,2,1517919.9,-303004.92,DOWN,0.2494,-0.199618517
P004,Software,3,1214914.98,-177862.4,DOWN,0.1715,-0.146399051
P004,Software,4,1037052.58,-92378.08,DOWN,0.0978,-0.089077528
P004,Software,5,944674.5,-35088.19,DOWN,0.0386,-0.037143154
P004,Software,6,909586.31,-29388.68,DOWN,0.0334,-0.032309941
P004,Services,1,,,,,#DIV/0!
P004,Services,2,2136894.67,-444747.3,DOWN,0.2628,-0.208127853
P004,Services,3,1692147.37,-289841.48,DOWN,0.2067,-0.171286192
P004,Services,4,1402305.89,-125324.88,DOWN,0.0981,-0.089370572
P004,Services,5,1276981.01,-82659.03,DOWN,0.0692,-0.064730039
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,897803.7,-210058.44,DOWN,0.3054,-0.23396923
P004,Logistics,3,687745.26,-104870.76,DOWN,0.1799,-0.15248489
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,2502503.62,-394680.32,DOWN,0.1872,-0.157714185
P004,Logistics,3,2107823.3,-242083.09,DOWN,0.1298,-0.114849803
P004,Services,1,,,,,#DIV/0!
P004,Services,2,2066369.24,-370371.43,DOWN,0.2184,-0.179237777
P004,Services,3,1695997.81,-253100.3,DOWN,0.1754,-0.14923386
P004,Services,4,1442897.51,-148482.87,DOWN,0.1147,-0.102906041
P004,Services,5,1294414.64,-89116.2,DOWN,0.0739,-0.068846718
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,1317076.17,-147340.42,DOWN,0.126,-0.111869323
P004,Electronics,3,1169735.75,-115566,DOWN,0.1096,-0.098796673
P004,Electronics,4,1054169.75,-79204.61,DOWN,0.0812,-0.075134588
P004,Electronics,5,974965.14,-31529.87,DOWN,0.0334,-0.032339484
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,1871680.68,-292849.95,DOWN,0.1855,-0.156463628
P004,Logistics,3,1578830.73,-237467.26,DOWN,0.177,-0.150407042
P004,Logistics,4,1341363.47,-156970.86,DOWN,0.1325,-0.11702336
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,1301407.06,-221763.29,DOWN,0.2054,-0.17040271
P004,Electronics,3,1079643.77,-143981.21,DOWN,0.1539,-0.133359923
P004,Electronics,4,935662.56,-76708.09,DOWN,0.0893,-0.081982643
P004,Software,1,,,,,#DIV/0!
P004,Software,2,1012841.17,-170170.06,DOWN,0.2019,-0.168012582
P004,Software,3,842671.11,-118979.36,DOWN,0.1644,-0.141193116
P004,Software,4,723691.75,-55637.1,DOWN,0.0833,-0.076879555
P004,Software,5,668054.65,-43774.61,DOWN,0.0701,-0.065525493
P004,Software,6,624280.04,-23877.59,DOWN,0.0398,-0.038248203
P004,Services,1,,,,,#DIV/0!
P004,Services,2,3605717.41,-764842.97,DOWN,0.2692,-0.212119499
P004,Services,3,2840874.44,-429116.99,DOWN,0.1779,-0.151051023
P004,Services,4,2411757.45,-268859.93,DOWN,0.1255,-0.111478843
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,593288.64,-72521.4,DOWN,0.1393,-0.122236286
P004,Electronics,3,520767.24,-49250.53,DOWN,0.1045,-0.094573019
P004,Electronics,4,471516.71,-35520.74,DOWN,0.0815,-0.07533294
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,5053883.77,-815825.52,DOWN,0.1925,-0.161425462
P004,Logistics,3,4238058.25,-478528.44,DOWN,0.1273,-0.11291219
P004,Logistics,4,3759529.81,-354360.83,DOWN,0.1041,-0.094256688
P004,Logistics,5,3405168.98,-289736.88,DOWN,0.093,-0.085087372
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,4227555.17,-692338.52,DOWN,0.1958,-0.163768063
P004,Materials,3,3535216.65,-418269.14,DOWN,0.1342,-0.118314995
P004,Materials,4,3116947.51,-263579.93,DOWN,0.0924,-0.084563481
P004,Materials,5,2853367.58,-193619.89,DOWN,0.0728,-0.067856624
P004,Materials,6,2659747.69,-142391.76,DOWN,0.0566,-0.053535815
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,4631688.6,-792652.51,DOWN,0.2065,-0.171136831
P004,Electronics,3,3839036.09,-536991.19,DOWN,0.1626,-0.139876567
P004,Electronics,4,3302044.9,-340114.39,DOWN,0.1148,-0.10300114
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,2029141.06,-303984.79,DOWN,0.1762,-0.14980959
P004,Materials,3,1725156.27,-220272.43,DOWN,0.1464,-0.127682595
P004,Materials,4,1504883.84,-149522.95,DOWN,0.1103,-0.099358466
P004,Materials,5,1355360.89,-95108.5,DOWN,0.0755,-0.070172085
P004,Materials,6,1260252.39,-49981.46,DOWN,0.0413,-0.039659881
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,1244636.62,-217590.9,DOWN,0.2119,-0.174822833
P004,Electronics,3,1027045.72,-118283.86,DOWN,0.1302,-0.115169031
P004,Electronics,4,908761.86,-50208.27,DOWN,0.0585,-0.055249095
P004,Electronics,5,858553.59,-40202.84,DOWN,0.0491,-0.046826244
P004,Electronics,6,818350.75,-22386.92,DOWN,0.0281,-0.027356143
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,3917844.97,-821213.41,DOWN,0.2652,-0.20960845
P004,Electronics,3,3096631.56,-409014.97,DOWN,0.1522,-0.132083834
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,2456384.55,-464167.77,DOWN,0.233,-0.188963805
P004,Logistics,3,1992216.78,-271556.82,DOWN,0.1578,-0.136308871
P004,Logistics,4,1720659.96,-189184,DOWN,0.1235,-0.109948511
P004,Logistics,5,1531475.96,-54132,DOWN,0.0366,-0.035346294
P004,Services,1,,,,,#DIV/0!
P004,Services,2,2593740.28,-509956.07,DOWN,0.2447,-0.196610306
P004,Services,3,2083784.21,-275050.53,DOWN,0.1521,-0.131995688
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,3045682.51,-506020.5,DOWN,0.1992,-0.166143549
P004,Materials,3,2539662.01,-265153.81,DOWN,0.1166,-0.104405157
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,1484519.44,-351883.9,DOWN,0.3107,-0.237035562
P004,Logistics,3,1132635.54,-153144.99,DOWN,0.1564,-0.135211182
P004,Logistics,4,979490.55,-105373.84,DOWN,0.1205,-0.107580252
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,388646.43,-74913.98,DOWN,0.2388,-0.192756125
P004,Materials,3,313732.45,-44553.61,DOWN,0.1655,-0.142011481
P004,Materials,4,269178.84,-26804.79,DOWN,0.1106,-0.099579856
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,737413.59,-124887.83,DOWN,0.2039,-0.169359274
P004,Mechanical,3,612525.76,-71227.62,DOWN,0.1316,-0.116285101
P004,Services,1,,,,,#DIV/0!
P004,Services,2,4802603.25,-982119.24,DOWN,0.2571,-0.204497267
P004,Services,3,3820484.01,-654384.36,DOWN,0.2067,-0.171283104
P004,Services,1,,,,,#DIV/0!
P004,Services,2,4841535.37,-1155302.72,DOWN,0.3134,-0.238623212
P004,Services,3,3686232.65,-646015.32,DOWN,0.2125,-0.175250827
P004,Services,4,3040217.33,-275900.33,DOWN,0.0998,-0.0907502
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,996003.52,-172117.44,DOWN,0.2089,-0.172808064
P004,Materials,3,823886.08,-98248.4,DOWN,0.1354,-0.119249982
P004,Materials,4,725637.68,-52600.86,DOWN,0.0782,-0.072489152
P004,Materials,5,673036.82,-30637.76,DOWN,0.0477,-0.04552167
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,3769848.8,-829873.92,DOWN,0.2823,-0.220134537
P004,Electronics,3,2939974.88,-454129.77,DOWN,0.1827,-0.154467228
P004,Electronics,4,2485845.11,-269794.27,DOWN,0.1217,-0.108532213
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,2479152.06,-574123.21,DOWN,0.3014,-0.231580474
P004,Logistics,3,1905028.85,-293640.7,DOWN,0.1822,-0.154139765
P004,Logistics,4,1611388.15,-157964.63,DOWN,0.1087,-0.098030155
P004,Logistics,5,1453423.52,-91649.62,DOWN,0.0673,-0.063057752
P004,Logistics,6,1361773.9,-67024.83,DOWN,0.0518,-0.049218765
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,1320284.59,-291493.77,DOWN,0.2833,-0.220781014
P004,Logistics,3,1028790.82,-146014.95,DOWN,0.1654,-0.141928706
P004,Logistics,4,882775.87,-96124.19,DOWN,0.1222,-0.108888556
P004,Logistics,5,786651.68,-67891.53,DOWN,0.0945,-0.086304437
P004,Logistics,6,718760.15,-17324.13,DOWN,0.0247,-0.024102797
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,1550428.03,-283641.59,DOWN,0.2239,-0.182944054
P004,Logistics,3,1266786.44,-174649.74,DOWN,0.1599,-0.137868337
P004,Logistics,4,1092136.7,-87642.81,DOWN,0.0873,-0.080248938
P004,Logistics,5,1004493.89,-71206.27,DOWN,0.0763,-0.070887708
P004,Logistics,6,933287.62,-32109.21,DOWN,0.0356,-0.03440441
P004,Services,1,,,,,#DIV/0!
P004,Services,2,4036121.68,-939781.4,DOWN,0.3035,-0.232842683
P004,Services,3,3096340.28,-465431.93,DOWN,0.1769,-0.150316789
P004,Services,4,2630908.35,-285925.94,DOWN,0.1219,-0.108679552
P004,Services,5,2344982.41,-167682.76,DOWN,0.077,-0.071507044
P004,Services,6,2177299.65,-44416.13,DOWN,0.0208,-0.02039964
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,1551775.98,-197005.15,DOWN,0.1454,-0.126954633
P004,Mechanical,3,1354770.83,-119012.9,DOWN,0.0963,-0.087847256
P004,Mechanical,4,1235757.93,-57620.86,DOWN,0.0489,-0.046627951
P004,Mechanical,5,1178137.07,-33985.75,DOWN,0.0297,-0.028847025
P004,Mechanical,6,1144151.32,-22456.37,DOWN,0.02,-0.019627098
P004,Software,1,,,,,#DIV/0!
P004,Software,2,2596946.95,-642252.37,DOWN,0.3286,-0.247310547
P004,Software,3,1954694.58,-315988.46,DOWN,0.1928,-0.161656181
P004,Software,4,1638706.12,-189939.77,DOWN,0.1311,-0.115908379
P004,Software,5,1448766.35,-87990.52,DOWN,0.0647,-0.06073479
P004,Software,6,1360775.83,-67986.24,DOWN,0.0526,-0.049961381
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,2633613.23,-578214.64,DOWN,0.2813,-0.219551844
P004,Logistics,3,2055398.59,-317872.14,DOWN,0.1829,-0.15465231
P004,Logistics,4,1737526.45,-232499.3,DOWN,0.1545,-0.13381051
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,1818580.92,-292937.51,DOWN,0.192,-0.161080272
P004,Materials,3,1525643.41,-142740.04,DOWN,0.1032,-0.093560552
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,1226508.12,-236585.35,DOWN,0.239,-0.192893423
P004,Electronics,3,989922.77,-125954.3,DOWN,0.1458,-0.127236491
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,2457839.26,-383790.69,DOWN,0.185,-0.15614963
P004,Mechanical,3,2074048.57,-246537.02,DOWN,0.1349,-0.118867525
P004,Mechanical,4,1827511.55,-129155.15,DOWN,0.076,-0.070672686
P004,Mechanical,5,1698356.4,-72747.05,DOWN,0.0448,-0.042833795
P004,Mechanical,6,1625609.35,-38836.24,DOWN,0.0245,-0.023890266
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,3017614.83,-673686.47,DOWN,0.2874,-0.223251312
P004,Logistics,3,2343928.36,-352043.75,DOWN,0.1767,-0.150193904
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,2306356.94,-306381.17,DOWN,0.1532,-0.132842044
P004,Mechanical,3,1999975.77,-171777.02,DOWN,0.094,-0.085889551
P004,Mechanical,4,1828198.75,-101517.27,DOWN,0.0588,-0.055528574
P004,Mechanical,5,1726681.48,-53680.42,DOWN,0.0321,-0.03108878
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,1381551.27,-124033.14,DOWN,0.0986,-0.089778167
P004,Mechanical,3,1257518.13,-92600.58,DOWN,0.0795,-0.073637571
P004,Mechanical,4,1164917.55,-60937.35,DOWN,0.0552,-0.05231044
P004,Services,1,,,,,#DIV/0!
P004,Services,2,2285627.6,-222461.39,DOWN,0.1078,-0.097330549
P004,Services,3,2063166.21,-183344.04,DOWN,0.0975,-0.088865376
P004,Services,4,1879822.17,-92309.99,DOWN,0.0516,-0.049105703
P004,Services,5,1787512.18,-97291.52,DOWN,0.0576,-0.054428452
P004,Services,6,1690220.66,-52807.18,DOWN,0.0323,-0.031242773
P004,Services,1,,,,,#DIV/0!
P004,Services,2,720514.75,-79111.49,DOWN,0.1233,-0.109798571
P004,Services,3,641403.26,-61690.75,DOWN,0.1064,-0.096180911
P004,Services,4,579712.51,-61011.43,DOWN,0.1176,-0.105244287
P004,Services,1,,,,,#DIV/0!
P004,Services,2,1900977.17,-193143.22,DOWN,0.1131,-0.101602072
P004,Services,3,1707833.95,-138400.35,DOWN,0.0882,-0.081038528
P004,Services,4,1569433.6,-106463.86,DOWN,0.0728,-0.067835849
P004,Services,1,,,,,#DIV/0!
P004,Services,2,968714.3,-100112.82,DOWN,0.1153,-0.103346074
P004,Services,3,868601.48,-90030.84,DOWN,0.1156,-0.103650341
P004,Services,4,778570.64,-58825.86,DOWN,0.0817,-0.075556227
P004,Services,5,719744.78,-46139.4,DOWN,0.0685,-0.064105224
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,2859892.39,-260319.91,DOWN,0.1001,-0.091024372
P004,Mechanical,3,2599572.48,-195880.57,DOWN,0.0815,-0.075351071
P004,Mechanical,4,2403691.91,-157677.83,DOWN,0.0702,-0.065598186
P004,Mechanical,5,2246014.08,-124553.11,DOWN,0.0587,-0.055455178
P004,Mechanical,6,2121460.97,-80631.49,DOWN,0.0395,-0.038007529
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,825617.12,-93093.6,DOWN,0.1271,-0.112756383
P004,Logistics,3,732523.52,-89883.9,DOWN,0.1399,-0.122704456
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,1254649.54,-117965.12,DOWN,0.1038,-0.094022367
P004,Materials,3,1136684.42,-103548.95,DOWN,0.1002,-0.09109736
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,502157.85,-61400.73,DOWN,0.1393,-0.122273763
P004,Logistics,3,440757.12,-45142.16,DOWN,0.1141,-0.102419582
P004,Logistics,4,395614.96,-34115.56,DOWN,0.0944,-0.086234252
P004,Logistics,5,361499.4,-24022.26,DOWN,0.0712,-0.066451729
P004,Logistics,6,337477.14,-15668.04,DOWN,0.0487,-0.046426967
P004,Services,1,,,,,#DIV/0!
P004,Services,2,3212281.09,-423365.91,DOWN,0.1518,-0.131796035
P004,Services,3,2788915.18,-297867.88,DOWN,0.1196,-0.106804209
P004,Logistics,1,,,,,#DIV/0!
P004,Logistics,2,3495693.02,-455201.77,DOWN,0.1497,-0.13021789
P004,Logistics,3,3040491.25,-341151.41,DOWN,0.1264,-0.112202727
P004,Logistics,4,2699339.84,-262472.4,DOWN,0.1077,-0.097235775
P004,Logistics,5,2436867.44,-181803.01,DOWN,0.0806,-0.074605211
P004,Logistics,6,2255064.43,-176838.01,DOWN,0.0851,-0.078418163
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,3920723.66,-411474.86,DOWN,0.1173,-0.104948702
P004,Mechanical,3,3509248.8,-313166.53,DOWN,0.098,-0.089240333
P004,Mechanical,4,3196082.27,-245517.04,DOWN,0.0832,-0.076818123
P004,Mechanical,5,2950565.23,-157113.09,DOWN,0.0562,-0.053248472
P004,Mechanical,6,2793452.14,-146150.43,DOWN,0.0552,-0.052318931
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,1639747.78,-262015,DOWN,0.1902,-0.159789818
P004,Materials,3,1377732.78,-147124.01,DOWN,0.1196,-0.106787043
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,369461.59,-40650.16,DOWN,0.1236,-0.110025402
P004,Materials,3,328811.43,-23669.98,DOWN,0.0776,-0.071986488
P004,Services,1,,,,,#DIV/0!
P004,Services,2,378912.53,-65569.41,DOWN,0.2093,-0.173046296
P004,Services,3,313343.12,-39656.73,DOWN,0.1449,-0.126560079
P004,Services,4,273686.39,-23021.64,DOWN,0.0918,-0.084116861
P004,Services,5,250664.75,-9414.6,DOWN,0.039,-0.037558532
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,353424.49,-55240.93,DOWN,0.1853,-0.15630193
P004,Materials,3,298183.56,-26139.82,DOWN,0.0961,-0.087663518
P004,Software,1,,,,,#DIV/0!
P004,Software,2,2180284.05,-323008.4,DOWN,0.1739,-0.148149687
P004,Software,3,1857275.65,-180505.1,DOWN,0.1077,-0.097188105
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,1351845.19,-177843.7,DOWN,0.1515,-0.131556262
P004,Electronics,3,1174001.49,-114643.93,DOWN,0.1082,-0.097652287
P004,Electronics,4,1059357.56,-66189.42,DOWN,0.0666,-0.062480717
P004,Services,1,,,,,#DIV/0!
P004,Services,2,388521.59,-58190.02,DOWN,0.1762,-0.149772938
P004,Services,3,330331.57,-45356.21,DOWN,0.1592,-0.137305102
P004,Software,1,,,,,#DIV/0!
P004,Software,2,2146789.54,-369915.91,DOWN,0.2082,-0.172311213
P004,Software,3,1776873.63,-190469.3,DOWN,0.1201,-0.107193498
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,2588350.67,-418393.62,DOWN,0.1928,-0.161644875
P004,Electronics,3,2169957.05,-266133,DOWN,0.1398,-0.122644363
P004,Electronics,4,1903824.05,-165557.49,DOWN,0.0952,-0.086960499
P004,Electronics,5,1738266.56,-84383.82,DOWN,0.051,-0.04854481
P004,Electronics,6,1653882.74,-38828.02,DOWN,0.024,-0.023476888
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,386657.85,-61945.39,DOWN,0.1908,-0.160207248
P004,Electronics,3,324712.46,-37519.6,DOWN,0.1306,-0.115547152
P004,Software,1,,,,,#DIV/0!
P004,Software,2,491498.08,-92578.76,DOWN,0.2321,-0.18836037
P004,Software,3,398919.32,-54340.57,DOWN,0.1577,-0.136219449
P004,Software,4,344578.75,-41574.3,DOWN,0.1372,-0.120652536
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,2478419.29,-300239.37,DOWN,0.1378,-0.121141476
P004,Materials,3,2178179.92,-178262.45,DOWN,0.0891,-0.081840094
P004,Materials,4,1999917.47,-89984.94,DOWN,0.0471,-0.044994327
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,1389260.59,-149014.91,DOWN,0.1201,-0.107262029
P004,Mechanical,3,1240245.68,-53801.2,DOWN,0.0453,-0.04337947
P004,Mechanical,4,1186444.48,-29423.61,DOWN,0.0254,-0.02479982
P004,Software,1,,,,,#DIV/0!
P004,Software,2,3881665.52,-891818.73,DOWN,0.2983,-0.229751566
P004,Software,3,2989846.79,-337340.38,DOWN,0.1272,-0.112828651
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,2897206.63,-324524.11,DOWN,0.1261,-0.11201276
P004,Mechanical,3,2572682.52,-125542.39,DOWN,0.0513,-0.048798244
P004,Mechanical,4,2447140.13,-60736.85,DOWN,0.0255,-0.024819523
P004,Mechanical,5,2386403.28,-38419.07,DOWN,0.0164,-0.016099152
P004,Mechanical,6,2347984.21,-13303.47,DOWN,0.0057,-0.005665911
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,901194.83,-110276.85,DOWN,0.1394,-0.12236738
P004,Electronics,3,790917.98,-61746.58,DOWN,0.0847,-0.078069511
P004,Electronics,4,729171.4,-37699.45,DOWN,0.0545,-0.051701767
P004,Electronics,5,691471.95,-6655.65,DOWN,0.0097,-0.009625336
P004,Electronics,6,684816.3,-18476.23,DOWN,0.0277,-0.026979834
P004,Software,1,,,,,#DIV/0!
P004,Software,2,3766681.85,-890632.53,DOWN,0.3097,-0.236450161
P004,Software,3,2876049.32,-370167.98,DOWN,0.1477,-0.128707104
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,2101641.51,-258539.57,DOWN,0.1403,-0.123017921
P004,Mechanical,3,1843101.94,-99543.34,DOWN,0.0571,-0.054008592
P004,Mechanical,4,1743558.6,-49370.09,DOWN,0.0291,-0.028315704
P004,Mechanical,5,1694188.51,-20466.44,DOWN,0.0122,-0.012080379
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,1578291.01,-178443.56,DOWN,0.1275,-0.113061254
P004,Materials,3,1399847.45,-78591.18,DOWN,0.0595,-0.056142675
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,3309707.15,-533451.28,DOWN,0.1921,-0.161177789
P004,Electronics,3,2776255.87,-233077.45,DOWN,0.0916,-0.083953879
P004,Electronics,4,2543178.42,-101040.7,DOWN,0.0414,-0.039730087
P004,Electronics,5,2442137.72,-20890.02,DOWN,0.0086,-0.008553989
P004,Electronics,6,2421247.7,-14887.03,DOWN,0.0062,-0.006148495
P004,Mechanical,1,,,,,#DIV/0!
P004,Mechanical,2,2497741.65,-385707.59,DOWN,0.1826,-0.154422532
P004,Mechanical,3,2112034.06,-172733.5,DOWN,0.0891,-0.081785376
P004,Mechanical,4,1939300.56,-71826.22,DOWN,0.0385,-0.037037178
P004,Mechanical,5,1867474.34,-64433.7,DOWN,0.0357,-0.034503125
P004,Materials,1,,,,,#DIV/0!
P004,Materials,2,4416912.32,-880665.22,DOWN,0.249,-0.199384809
P004,Materials,3,3536247.1,-442419.36,DOWN,0.143,-0.125109854
P004,Electronics,1,,,,,#DIV/0!
P004,Electronics,2,2828479.55,-447362.6,DOWN,0.1879,-0.158163632
